0,94.5
0.004369571,103.1889659
0.015986308,103.4351219
0.032861946,103.6951213
0.053316502,103.9697303
0.07594872,104.2597214
0.09960805,104.5658616
0.123368143,104.8888972
0.146501869,105.2295336
0.168457858,105.5884104
0.18883857,105.9660702
0.207379873,106.3629202
0.223932161,106.7791859
0.23844298,107.2148561
0.250941188,107.6696175
0.261522628,108.142781
0.270337332,108.6331977
0.277578239,109.139168
0.283471446,109.6583455
0.288267972,110.1876418
0.292237049,110.723137
0.295660939,111.2600072
0.298830101,111.7925095
0.301940395,112.3166428
0.305011692,112.8326568
0.308045869,113.3412287
0.311044868,113.8430098
0.314010698,114.3386263
0.316945433,114.8286815
0.319851204,115.3137561
0.322730204,115.7944103
0.325584683,116.271184
0.328416946,116.7445981
0.331229352,117.2151557
0.334024315,117.6833422
0.336804299,118.1496263
0.339571816,118.6144608
0.342329432,119.0782831
0.345079757,119.5415154
0.347825451,120.0045655
0.35056922,120.4678271
0.353313816,120.9316802
0.356062036,121.3964912
0.358816725,121.8626134
0.361580679,122.3303773
0.364355198,122.7999365
0.367140322,123.2713032
0.36993605,123.7444857
0.372742382,124.219492
0.375559319,124.69633
0.378386859,125.1750074
0.381225004,125.6555318
0.384073753,126.1379108
0.386933107,126.6221518
0.389803064,127.1082622
0.392683626,127.5962491
0.395574792,128.0861196
0.398476563,128.5778807
0.401388937,129.0715394
0.404311916,129.5671024
0.407245499,130.0645763
0.410189686,130.5639679
0.413144477,131.0652837
0.416109873,131.5685299
0.419085873,132.073713
0.422072477,132.5808391
0.425069685,133.0897284
0.428077497,133.5990585
0.431095914,134.1070912
0.434124935,134.6121115
0.43716456,135.1124285
0.44021479,135.6063745
0.443275623,136.0923052
0.446347061,136.5685987
0.449429103,137.0336555
0.452521749,137.485898
0.455625,137.92377
0.458738855,138.3457368
0.461863314,138.7502841
0.464998377,139.1359183
0.468144044,139.5011657
0.471300316,139.8445727
0.474467192,140.1647048
0.477644672,140.4601469
0.480832756,140.7295023
0.484031445,140.9713933
0.487240738,141.1844601
0.490460635,141.3673621
0.493691136,141.519546
0.496932241,141.6424774
0.500183951,141.7379278
0.503446265,141.8076458
0.506719183,141.8533573
0.510002705,141.8767659
0.513296832,141.8795533
0.516601563,141.8633799
0.519916898,141.8298846
0.523242837,141.7806855
0.52657938,141.7173802
0.529926528,141.641546
0.53328428,141.5547406
0.536652636,141.4585017
0.540031596,141.354348
0.543421161,141.2437791
0.54682133,141.128276
0.550232103,141.0093013
0.55365348,140.8882994
0.557085461,140.7666971
0.560528047,140.6459034
0.563981237,140.5272912
0.567445031,140.4115953
0.57091943,140.2987946
0.574404432,140.1888241
0.577900039,140.0816196
0.58140625,139.9771175
0.584923065,139.8752551
0.588450485,139.7759705
0.591988508,139.6792025
0.595537136,139.5848904
0.599096369,139.4929747
0.602666205,139.4033961
0.606246646,139.3160964
0.60983769,139.2310178
0.61343934,139.1481033
0.617051593,139.0672967
0.62067445,138.9885422
0.624307912,138.9117849
0.627951978,138.8369702
0.631606648,138.7640446
0.635271923,138.6929548
0.638947801,138.6236483
0.642634284,138.5560783
0.646331371,138.4902495
0.650039063,138.4261951
0.653757358,138.3639481
0.657486258,138.3035414
0.661225762,138.2450074
0.66497587,138.1883782
0.668736582,138.1336853
0.672507899,138.0809602
0.67628982,138.0302338
0.680082345,137.9815368
0.683885474,137.9348994
0.687699208,137.8903516
0.691523546,137.847923
