0.02775,0,0
0.027832,0,0
0.027915,0,0
0.028,0,0
0.056,0,0
0.07,0,0
0.027513,0.003622,0
0.027594,0.003633,0
0.027676,0.003644,0
0.02776,0.003655,0
0.028653,0.003772,0
0.038151,0.005023,0
0.041492,0.005463,0
0.055521,0.007309,0
0.069401,0.009137,0
0.038591,0.001681,0
0.028853,0.00165,0
0.028766,0.002779,0
0.027873,0.002661,0
0.028458,0,0
0.028975,0,0
0.029559,0,0
0.030218,0,0
0.030963,0,0
0.031803,0,0
0.032752,0,0
0.033823,0,0
0.035033,0,0
0.036398,0,0
0.03794,0,0
0.039681,0,0
0.041646,0,0
0.043866,0,0
0.046371,0,0
0.0492,0,0
0.052394,0,0
0.0595,0,0
0.063,0,0
0.0665,0,0
0.027749,0.000242,0
0.027746,0.000484,0
0.02774,0.000726,0
0.027733,0.000968,0
0.027724,0.00121,0
0.027712,0.001452,0
0.027698,0.001694,0
0.027682,0.001936,0
0.027664,0.002177,0
0.027644,0.002419,0
0.027622,0.00266,0
0.027598,0.002901,0
0.027572,0.003141,0
0.027543,0.003382,0
0.027831,0.000243,0
0.027828,0.000486,0
0.027823,0.000729,0
0.027816,0.000971,0
0.027806,0.001214,0
0.027794,0.001457,0
0.027781,0.001699,0
0.027765,0.001941,0
0.027747,0.002184,0
0.027727,0.002426,0
0.027704,0.002668,0
0.02768,0.002909,0
0.027654,0.003151,0
0.027625,0.003392,0
0.027914,0.000244,0
0.027911,0.000487,0
0.027905,0.000731,0
0.027898,0.000974,0
0.027888,0.001218,0
0.027877,0.001461,0
0.027863,0.001704,0
0.027847,0.001947,0
0.027829,0.00219,0
0.027809,0.002433,0
0.027786,0.002676,0
0.027762,0.002918,0
0.027736,0.00316,0
0.027707,0.003402,0
0.028058,0.003694,0
0.028355,0.003733,0
0.029,0.003818,0
0.029363,0.003866,0
0.029744,0.003916,0
0.030143,0.003968,0
0.03056,0.004023,0
0.030997,0.004081,0
0.031454,0.004141,0
0.031933,0.004204,0
0.032434,0.00427,0
0.032959,0.004339,0
0.033509,0.004411,0
0.034084,0.004487,0
0.034686,0.004567,0
0.035317,0.00465,0
0.035977,0.004737,0
0.036669,0.004828,0
0.037393,0.004923,0
0.038819,0.005111,0
0.039487,0.005199,0
0.040155,0.005287,0
0.040824,0.005375,0
0.042274,0.005565,0
0.043229,0.005691,0
0.044398,0.005845,0
0.045827,0.006033,0
0.047575,0.006263,0
0.049712,0.006545,0
0.052325,0.006889,0
0.058991,0.007766,0
0.062461,0.008223,0
0.065931,0.00868,0
0.069933,0.003053,0
0.069734,0.006101,0
0.05588,0.003663,0
0.041506,0.004708,0
0.041352,0.003969,0
0.041037,0.003283,0
0.040578,0.002685,0
0.039997,0.002203,0
0.039323,0.001863,0
0.037842,0.001679,0
0.037093,0.001677,0
0.036343,0.001674,0
0.035594,0.001672,0
0.034845,0.001669,0
0.034096,0.001667,0
0.033347,0.001665,0
0.032598,0.001662,0
0.031849,0.00166,0
0.0311,0.001657,0
0.030351,0.001655,0
0.029602,0.001652,0
0.028822,0.002123,0
0.028792,0.002491,0
0.028469,0.002739,0
0.028171,0.0027,0
0.028732,0.00311,0
0.028694,0.003441,0
0.02784,0.002993,0
0.027802,0.003324,0
0.028,0.00014,0
0.027999,0.000281,0
0.027997,0.000421,0
0.027994,0.000561,0
0.027991,0.000701,0
0.027987,0.000841,0
0.027983,0.000982,0
0.027978,0.001122,0
0.027972,0.001262,0
0.027965,0.001402,0
0.027958,0.001542,0
0.027949,0.001682,0
0.027941,0.001822,0
0.027931,0.001962,0
0.027921,0.002102,0
0.02791,0.002242,0
0.027899,0.002382,0
0.027886,0.002521,0
0.028241,0.003456,0
0.028286,0.002977,0
0.028077,0.003189,0
0.028454,0.003245,0
0.028529,0.002975,0
0.028,0.00346,0
0.02806,0.002908,0
0.02847,0.003523,0
0.028123,0.000775,0
0.028181,0.000502,0
0.028089,0.001042,0
0.028073,0.001351,0
0.028105,0.001589,0
0.028069,0.001901,0
0.028037,0.002181,0
0.041789,0.003354,0
0.04395,0.004839,0
0.046882,0.004773,0
0.028475,0.002413,0
0.029229,0.001122,0
0.02869,0.000341,0
0.045033,0.001956,0
0.051147,0.00466,0
0.028695,0.001184,0
0.047426,0.00187,0
0.029862,0.000515,0
0.028533,0.001856,0
0.040767,0.001918,0
0.028043,0.002486,0
0.030744,0.001092,0
0.032226,0.001012,0
0.043124,0.001861,0
0.028131,0.000198,0
0.0422,0.004207,0
0.0427,0.003467,0
0.041338,0.002578,0
0.039973,0.001363,0
0.04285,0.004876,0
0.029194,0.000424,0
0.034457,0.000923,0
0.041791,0.001745,0
0.04886,0.00476,0
0.049891,0.002468,0
0.045257,0.00484,0
0.031477,0.00101,0
0.033278,0.000572,0
0.028505,0.001474,0
0.028377,0.001189,0
0.02844,0.000884,0
0.035885,0.000899,0
0.044584,0.003657,0
0.028779,0.000752,0
0.02845,0.000579,0
0.028055,0.002041,0
0.028197,0.002129,0
0.028173,0.002309,0
0.028016,0.00232,0
0.037368,0.000902,0
0.039114,0.00114,0
0.028316,0.001658,0
0.028361,0.002246,0
0.046174,0.003439,0
0.028073,0.001465,0
0.028221,0.001418,0
0.028105,0.001749,0
0.028262,0.001863,0
0.028142,0.001196,0
0.036618,0.00103,0
0.035163,0.001033,0
0.028118,0.000913,0
0.038171,0.001081,0
0.029967,0.001076,0
0.053175,0.002611,0
0.028275,0.002505,0
0.028123,0.000341,0
0.028331,0.000314,0
0.028116,0.000642,0
0.0283,0.000709,0
0.028259,0.001002,0
0.04234,0.002548,0
0.053674,0.004953,0
0.028581,0.002204,0
0.030476,0.000541,0
0.04214,0.004909,0
0.043703,0.002876,0
0.028352,0.002046,0
0.043352,0.004063,0
0.031219,0.000536,0
0.033723,0.001179,0
0.028185,0.001991,0
0.040983,0.001034,0
0.02953,0.000772,0
0.028603,0.002579,0
0.047847,0.003462,0
